informacoes_basicas_data_requicisao,informacoes_basicas_empresa_divisao,informacoes_basicas_cliente,id_vaga
2022-03-31,Decision São Paulo,Morrison Ltd,8898
2022-03-31,Decision São Paulo,Nelson-Page,8897
2022-03-31,Decision São Paulo,Nelson-Page,8896
2022-03-31,Decision São Paulo,Nelson-Page,8895
2022-03-31,Decision São Paulo,Nelson-Page,8894
2022-03-31,Decision São Paulo,Jenkins-Walker,8893
2022-03-31,Decision São Paulo,Jenkins-Walker,8892
2022-03-31,Decision São Paulo,Johnson-Pratt,8891
2022-03-31,Decision Campinas,Miller-Curry,8889
2022-03-31,Decision Campinas,Miller-Curry,8888
2022-03-31,Decision São Paulo,Mann and Sons,8887
2022-03-31,Decision São Paulo,Mann and Sons,8886
2022-03-31,Decision São Paulo,Morrison Ltd,8885
2022-03-31,Decision São Paulo,Jenkins-Walker,8884
2022-03-31,Decision São Paulo,Jenkins-Walker,8883
2022-03-31,Decision São Paulo,Jenkins-Walker,8882
2022-03-31,Decision São Paulo,Jenkins-Walker,8881
2022-03-31,Decision São Paulo,Jenkins-Walker,8880
2022-03-31,Decision São Paulo,Jenkins-Walker,8879
2022-03-31,Decision São Paulo,Jenkins-Walker,8878
2022-03-31,Decision São Paulo,Jenkins-Walker,8877
2022-03-31,Decision São Paulo,Jenkins-Walker,8876
2022-03-31,Decision São Paulo,Jenkins-Walker,8875
2022-03-31,Decision São Paulo,Jenkins-Walker,8874
2022-03-31,Decision São Paulo,Jenkins-Walker,8873
2022-03-31,Decision São Paulo,Jenkins-Walker,8872
2022-03-31,Decision São Paulo,Callahan-Hall,8871
2022-03-30,Decision São Paulo,Morrison Ltd,8870
2022-03-30,Decision São Paulo,Morrison Ltd,8869
2022-03-30,Decision São Paulo,Morrison Ltd,8868
2022-03-30,Decision São Paulo,Johnson-Pratt,8867
2022-03-30,Decision Campinas,Miller-Curry,8866
2022-03-30,Decision Campinas,Miller-Curry,8865
2022-03-30,Decision Campinas,Miller-Curry,8864
2022-03-30,Decision Campinas,Miller-Curry,8863
2022-03-30,Decision São Paulo,"Morris, Moran and Dodson",8862
2022-03-30,Decision São Paulo,"Morris, Moran and Dodson",8861
2022-03-30,Decision São Paulo,"Morris, Moran and Dodson",8860
2022-03-30,Decision São Paulo,"Morris, Moran and Dodson",8859
2022-03-30,Decision São Paulo,"Morris, Moran and Dodson",8858
2022-03-30,Decision São Paulo,"Morris, Moran and Dodson",8857
2022-03-30,Decision São Paulo,"Morris, Moran and Dodson",8856
2022-03-30,Decision São Paulo,"Morris, Moran and Dodson",8855
2022-03-30,Decision São Paulo,"Morris, Moran and Dodson",8854
2022-03-30,Decision São Paulo,Nelson-Page,8853
2022-03-30,Decision São Paulo,Nelson-Page,8852
2022-03-30,Decision São Paulo,Nelson-Page,8851
2022-03-30,Decision São Paulo,Nelson-Page,8850
2022-03-30,Decision São Paulo,Nelson-Page,8849
2022-03-30,Decision São Paulo,Nelson-Page,8848
2022-03-30,Decision São Paulo,Nelson-Page,8847
2022-03-30,Decision São Paulo,Nelson-Page,8846
2022-03-30,Decision São Paulo,Nelson-Page,8845
2022-03-30,Decision São Paulo,Nelson-Page,8844
2022-03-30,Decision São Paulo,Nelson-Page,8843
2022-03-30,Decision São Paulo,Nelson-Page,8842
2022-03-30,Decision São Paulo,Porter-Wilson,8841
2022-03-30,Decision São Paulo,Porter-Wilson,8840
2022-03-29,Decision São Paulo,Jenkins-Walker,8839
2022-03-29,Decision São Paulo,Johnson-Pratt,8838
2022-03-29,Decision São Paulo,Johnson-Pratt,8837
2022-03-29,Decision São Paulo,Johnson-Pratt,8836
2022-03-29,Decision São Paulo,Johnson-Pratt,8835
2022-03-29,Decision São Paulo,Nelson-Page,8834
2022-03-29,Decision São Paulo,Nelson-Page,8833
2022-03-29,Decision São Paulo,Nelson-Page,8832
2022-03-29,Decision São Paulo,Nelson-Page,8831
2022-03-29,Decision São Paulo,Nelson-Page,8830
2022-03-29,Decision São Paulo,Nelson-Page,8829
2022-03-29,Decision São Paulo,Nelson-Page,8828
2022-03-29,Decision São Paulo,Nelson-Page,8827
2022-03-29,Decision São Paulo,Nelson-Page,8826
2022-03-29,Decision São Paulo,Nelson-Page,8825
2022-03-29,Decision São Paulo,Nelson-Page,8824
2022-03-29,Decision São Paulo,Nelson-Page,8823
2022-03-29,Decision São Paulo,Jenkins-Walker,8822
2022-03-29,Decision São Paulo,Jenkins-Walker,8821
2022-03-28,Decision São Paulo,Jenkins-Walker,8820
2022-03-28,Decision São Paulo,"Wade, Bernard and Bailey",8819
2022-03-28,Decision São Paulo,"Wade, Bernard and Bailey",8818
2022-03-28,Decision São Paulo,"Wade, Bernard and Bailey",8817
2022-03-28,Decision São Paulo,"Wade, Bernard and Bailey",8816
2022-03-28,Decision São Paulo,Nelson-Page,8815
2022-03-28,Decision São Paulo,Nelson-Page,8814
2022-03-28,Decision São Paulo,Nelson-Page,8813
2022-03-28,Decision São Paulo,Johnson-Pratt,8812
2022-03-28,Decision São Paulo,Johnson-Pratt,8811
2022-03-28,Decision São Paulo,Porter-Wilson,8810
2022-03-28,Decision São Paulo,Porter-Wilson,8809
2022-03-28,Decision São Paulo,Porter-Wilson,8808
2022-03-28,Decision São Paulo,Porter-Wilson,8807
2022-03-28,Decision São Paulo,Porter-Wilson,8806
2022-03-28,Decision São Paulo,Porter-Wilson,8805
2022-03-28,Decision São Paulo,Porter-Wilson,8804
2022-03-28,Decision São Paulo,Porter-Wilson,8803
2022-03-28,Decision São Paulo,Mann and Sons,8802
2022-03-28,Decision São Paulo,Mann and Sons,8801
2022-03-28,Decision São Paulo,Nelson-Page,8800
2022-03-28,Decision São Paulo,Barnes-Woods,8799
2022-03-27,Decision São Paulo,Jenkins-Walker,8798
2022-03-27,Decision São Paulo,Jenkins-Walker,8797
2022-03-27,Decision São Paulo,Barnes-Woods,8796
2022-03-27,Decision São Paulo,Barnes-Woods,8795
2022-03-27,Decision São Paulo,Barnes-Woods,8794
2022-03-27,Decision São Paulo,Barnes-Woods,8793
2022-03-27,Decision São Paulo,Barnes-Woods,8792
2022-03-27,Decision São Paulo,Barnes-Woods,8791
2022-03-25,Decision São Paulo,Callahan-Hall,8790
2022-03-24,Decision São Paulo,Nelson-Page,8789
2022-03-24,Decision São Paulo,Nelson-Page,8788
2022-03-24,Decision São Paulo,Nelson-Page,8787
2022-03-24,Decision São Paulo,Nelson-Page,8786
2022-03-23,Decision São Paulo,Morrison Ltd,8785
2022-03-23,Decision São Paulo,Morrison Ltd,8784
2022-03-23,Decision São Paulo,Morrison Ltd,8783
2022-03-23,Decision São Paulo,Mann and Sons,8782
2022-03-23,Decision São Paulo,Morrison Ltd,8781
2022-03-23,Decision São Paulo,Nelson-Page,8780
2022-03-23,Decision São Paulo,Nelson-Page,8779
2022-03-23,Decision São Paulo,Nelson-Page,8778
2022-03-23,Decision São Paulo,"Wade, Bernard and Bailey",8777
2022-03-23,Decision Campinas,Miller-Curry,8776
2022-03-23,Decision São Paulo,Jenkins-Walker,8775
2022-03-23,Decision São Paulo,Jenkins-Walker,8774
2022-03-22,Decision São Paulo,Morrison Ltd,8773
2022-03-22,Decision São Paulo,Barnes-Woods,8772
2022-03-22,Decision São Paulo,Barnes-Woods,8771
2022-03-22,Decision São Paulo,Barnes-Woods,8770
2022-03-22,Decision São Paulo,"Miller, Tran and Chang",8769
2022-03-22,Decision São Paulo,Porter-Wilson,8768
2022-03-22,Decision São Paulo,Nelson-Page,8767
2022-03-22,Decision São Paulo,Nelson-Page,8766
2022-03-22,Decision São Paulo,Jenkins-Walker,8765
2022-03-22,Decision São Paulo,"Miller, Tran and Chang",8764
2022-03-22,Decision São Paulo,Jenkins-Walker,8763
2022-03-22,Decision São Paulo,Jenkins-Walker,8762
2022-03-22,Decision São Paulo,Morrison Ltd,8760
2022-03-22,Decision São Paulo,"Miller, Tran and Chang",8759
2022-03-21,Decision São Paulo,Nelson-Page,8758
2022-03-21,Decision São Paulo,Nelson-Page,8757
2022-03-21,Decision São Paulo,Nelson-Page,8756
2022-03-21,Decision São Paulo,Nelson-Page,8755
2022-03-21,Decision São Paulo,Jenkins-Walker,8754
2022-03-21,Decision São Paulo,Jenkins-Walker,8753
2022-03-21,Decision São Paulo,Nelson-Page,8751
2022-03-21,Decision São Paulo,Nelson-Page,8750
2022-03-21,Decision São Paulo,Nelson-Page,8749
2022-03-21,Decision São Paulo,Nelson-Page,8748
2022-03-21,Decision São Paulo,Nelson-Page,8747
2022-03-21,Decision São Paulo,Nelson-Page,8746
2022-03-21,Decision São Paulo,Nelson-Page,8745
2022-03-21,Decision São Paulo,Nelson-Page,8744
2022-03-21,Decision São Paulo,Mann and Sons,8743
2022-03-21,Decision São Paulo,Mann and Sons,8742
2022-03-21,Decision São Paulo,Mann and Sons,8741
2022-03-21,Decision São Paulo,Mann and Sons,8740
2022-03-21,Decision São Paulo,Mann and Sons,8739
2022-03-21,Decision São Paulo,Mann and Sons,8738
2022-03-21,Decision São Paulo,Nelson-Page,8737
2022-03-21,Decision São Paulo,Nelson-Page,8736
2022-03-21,Decision São Paulo,Nelson-Page,8735
2022-03-21,Decision São Paulo,Nelson-Page,8734
2022-03-21,Decision São Paulo,Nelson-Page,8733
2022-03-21,Decision São Paulo,Nelson-Page,8732
2022-03-21,Decision São Paulo,Nelson-Page,8731
2022-03-21,Decision São Paulo,Nelson-Page,8730
2022-03-21,Decision São Paulo,"Morris, Moran and Dodson",8729
2022-03-21,Decision São Paulo,"Morris, Moran and Dodson",8728
2022-03-21,Decision Campinas,Miller-Curry,8727
2022-03-18,Decision São Paulo,Morrison Ltd,8726
2022-03-18,Decision São Paulo,Morrison Ltd,8725
2022-03-18,Decision São Paulo,"Morris, Moran and Dodson",8724
2022-03-18,Decision São Paulo,"Morris, Moran and Dodson",8723
2022-03-18,Decision São Paulo,Walters Group,8722
2022-03-18,Decision São Paulo,Luna-Carpenter,8721
2022-03-18,Decision São Paulo,Nelson-Page,8720
2022-03-18,Decision São Paulo,Nelson-Page,8719
2022-03-18,Decision São Paulo,Nelson-Page,8718
2022-03-18,Decision São Paulo,Nelson-Page,8717
2022-03-18,Decision São Paulo,Nelson-Page,8716
2022-03-18,Decision São Paulo,Nelson-Page,8715
2022-03-18,Decision São Paulo,"Wade, Bernard and Bailey",8714
2022-03-18,Decision São Paulo,Nelson-Page,8713
2022-03-18,Decision São Paulo,Nelson-Page,8712
2022-03-18,Decision São Paulo,Nelson-Page,8711
2022-03-18,Decision São Paulo,Nelson-Page,8710
2022-03-18,Decision São Paulo,Johnson-Pratt,8709
2022-03-18,Decision São Paulo,Nelson-Page,8708
2022-03-18,Decision São Paulo,Nelson-Page,8707
2022-03-18,Decision São Paulo,Johnson-Pratt,8706
2022-03-18,Decision São Paulo,Johnson-Pratt,8705
2022-03-18,Decision São Paulo,Nelson-Page,8704
2022-03-18,Decision São Paulo,Johnson-Pratt,8703
2022-03-18,Decision São Paulo,Johnson-Pratt,8702
2022-03-18,Decision São Paulo,Nelson-Page,8701
2022-03-18,Decision São Paulo,Johnson-Pratt,8700
2022-03-18,Decision São Paulo,Nelson-Page,8699
2022-03-18,Decision São Paulo,Johnson-Pratt,8698
2022-03-16,Decision São Paulo,Morrison Ltd,8695
2022-03-16,Decision São Paulo,Nelson-Page,8694
2022-03-16,Decision São Paulo,Nelson-Page,8693
2022-03-16,Decision São Paulo,Larsen-Barker,8692
2022-03-16,Decision São Paulo,Larsen-Barker,8691
2022-03-16,Decision São Paulo,Larsen-Barker,8690
2022-03-16,Decision São Paulo,Larsen-Barker,8689
2022-03-16,Decision São Paulo,Larsen-Barker,8688
2022-03-16,Decision São Paulo,Larsen-Barker,8687
2022-03-16,Decision São Paulo,Larsen-Barker,8686
2022-03-16,Decision São Paulo,Larsen-Barker,8685
2022-03-16,Decision São Paulo,Johnson-Aguirre,8684
2022-03-16,Decision São Paulo,Jenkins-Walker,8683
2022-03-16,Decision São Paulo,Jenkins-Walker,8682
2022-03-16,Decision São Paulo,Jenkins-Walker,8681
2022-03-16,Decision São Paulo,Nelson-Page,8680
2022-03-16,Decision São Paulo,Nelson-Page,8679
2022-03-16,Decision São Paulo,Nelson-Page,8678
2022-03-15,Decision São Paulo,Jenkins-Walker,8677
2022-03-15,Decision Campinas,Miller-Curry,8676
2022-03-15,Decision Campinas,Miller-Curry,8675
2022-03-15,Decision São Paulo,Mann and Sons,8674
2022-03-15,Decision São Paulo,Morrison Ltd,8673
2022-03-15,Decision São Paulo,Morrison Ltd,8672
2022-03-15,Decision São Paulo,Morrison Ltd,8671
2022-03-15,Decision São Paulo,Nelson-Page,8670
2022-03-15,Decision São Paulo,Nelson-Page,8669
2022-03-15,Decision São Paulo,Nelson-Page,8668
2022-03-15,Decision São Paulo,Nelson-Page,8667
2022-03-14,Decision São Paulo,Jenkins-Walker,8666
2022-03-14,Decision São Paulo,Johnson-Pratt,8665
2022-03-14,Decision São Paulo,Jenkins-Walker,8664
2022-03-14,Decision São Paulo,Nelson-Page,8663
2022-03-14,Decision São Paulo,Nelson-Page,8662
2022-03-14,Decision São Paulo,Nelson-Page,8661
2022-03-14,Decision São Paulo,"Wade, Bernard and Bailey",8660
2022-03-14,Decision São Paulo,Nelson-Page,8659
2022-03-14,Decision São Paulo,Morrison Ltd,8658
2022-03-14,Decision São Paulo,Mann and Sons,8657
2022-03-14,Decision São Paulo,Porter-Wilson,8656
2022-03-11,Decision São Paulo,"Morris, Moran and Dodson",8655
2022-03-11,Decision São Paulo,"Morris, Moran and Dodson",8654
2022-03-11,Decision São Paulo,"Morris, Moran and Dodson",8653
2022-03-11,Decision São Paulo,"Morris, Moran and Dodson",8652
2022-03-11,Decision São Paulo,Jenkins-Walker,8651
2022-03-11,Decision São Paulo,"Williams, Clark and Lynn",8650
2022-03-11,Decision São Paulo,"Myers, Torres and Martin",8649
2022-03-10,Decision São Paulo,"Morris, Moran and Dodson",8648
2022-03-10,Decision São Paulo,Nelson-Page,8647
2022-03-10,Decision São Paulo,Jenkins-Walker,8646
2022-03-10,Decision São Paulo,Jenkins-Walker,8645
2022-03-10,Decision São Paulo,Jenkins-Walker,8644
2022-03-10,Decision São Paulo,Jenkins-Walker,8643
2022-03-10,Decision São Paulo,Jenkins-Walker,8642
2022-03-10,Decision São Paulo,Jenkins-Walker,8641
2022-03-10,Decision São Paulo,Jenkins-Walker,8640
2022-03-10,Decision Campinas,Miller-Curry,8639
2022-03-10,Decision São Paulo,Morrison Ltd,8638
2022-03-10,Decision São Paulo,Morrison Ltd,8637
2022-03-10,Decision São Paulo,Morrison Ltd,8636
2022-03-09,Decision São Paulo,Nelson-Page,8635
2022-03-09,Decision São Paulo,Nelson-Page,8634
2022-03-09,Decision São Paulo,Nelson-Page,8633
2022-03-09,Decision São Paulo,Nelson-Page,8632
2022-03-09,Decision São Paulo,Nelson-Page,8631
2022-03-09,Decision São Paulo,Nelson-Page,8630
2022-03-09,Decision São Paulo,Nelson-Page,8629
2022-03-09,Decision São Paulo,Larsen-Barker,8628
2022-03-09,Decision São Paulo,Larsen-Barker,8627
2022-03-09,Decision São Paulo,Nelson-Page,8626
2022-03-09,Decision São Paulo,Larsen-Barker,8625
2022-03-09,Decision São Paulo,Larsen-Barker,8624
2022-03-09,Decision São Paulo,Nelson-Page,8623
2022-03-09,Decision São Paulo,Nelson-Page,8622
2022-03-09,Decision São Paulo,Nelson-Page,8621
2022-03-08,Decision São Paulo,Nichols-Lee,8620
2022-03-08,Decision São Paulo,Nichols-Lee,8619
2022-03-08,Decision São Paulo,Nichols-Lee,8618
2022-03-08,Decision São Paulo,Nichols-Lee,8617
2022-03-08,Decision São Paulo,Nichols-Lee,8616
2022-03-08,Decision São Paulo,Nichols-Lee,8615
2022-03-08,Decision São Paulo,Nichols-Lee,8614
2022-03-08,Decision São Paulo,Nichols-Lee,8613
2022-03-08,Decision São Paulo,Nelson-Page,8612
2022-03-08,Decision São Paulo,Nichols-Lee,8611
2022-03-08,Decision São Paulo,Nichols-Lee,8610
2022-03-08,Decision São Paulo,Nichols-Lee,8609
2022-03-08,Decision São Paulo,Nelson-Page,8608
2022-03-08,Decision São Paulo,Nelson-Page,8607
2022-03-08,Decision São Paulo,Nelson-Page,8606
2022-03-08,Decision São Paulo,Nelson-Page,8605
2022-03-08,Decision São Paulo,Nelson-Page,8604
2022-03-08,Decision São Paulo,Nelson-Page,8603
2022-03-08,Decision São Paulo,Nelson-Page,8602
2022-03-08,Decision São Paulo,Nelson-Page,8601
2022-03-08,Decision São Paulo,Nelson-Page,8600
2022-03-08,Decision São Paulo,Nelson-Page,8599
2022-03-08,Decision São Paulo,Nelson-Page,8598
2022-03-08,Decision São Paulo,"Williams, Clark and Lynn",8597
2022-03-08,Decision São Paulo,"Williams, Clark and Lynn",8596
2022-03-08,Decision São Paulo,"Williams, Clark and Lynn",8595
2022-03-08,Decision São Paulo,"Williams, Clark and Lynn",8594
2022-03-08,Decision São Paulo,"Williams, Clark and Lynn",8593
2022-03-08,Decision São Paulo,Mann and Sons,8592
2022-03-08,Decision São Paulo,Morrison Ltd,8591
2022-03-08,Decision São Paulo,Morrison Ltd,8590
2022-03-08,Decision São Paulo,Mann and Sons,8589
2022-03-08,Decision São Paulo,Mann and Sons,8588
2022-03-08,Decision São Paulo,Mann and Sons,8587
2022-03-08,Decision São Paulo,Mann and Sons,8586
2022-03-07,Decision São Paulo,"Morris, Moran and Dodson",8585
2022-03-07,Decision São Paulo,"Morris, Moran and Dodson",8584
2022-03-07,Decision São Paulo,"Morris, Moran and Dodson",8583
2022-03-07,Decision São Paulo,"Morris, Moran and Dodson",8582
2022-03-07,Decision São Paulo,Mann and Sons,8581
2022-03-07,Decision São Paulo,Nelson-Page,8580
2022-03-04,Decision São Paulo,Jenkins-Walker,8579
2022-03-04,Decision São Paulo,Walters Group,8578
2022-03-04,Decision São Paulo,Johnson-Pratt,8577
2022-03-04,Decision São Paulo,Johnson-Pratt,8576
2022-03-04,Decision São Paulo,Johnson-Pratt,8575
2022-03-04,Decision São Paulo,Johnson-Pratt,8574
2022-03-04,Decision São Paulo,Morrison Ltd,8573
2022-03-04,Decision São Paulo,Jenkins-Walker,8572
2022-03-04,Decision São Paulo,Jenkins-Walker,8571
2022-03-04,Decision São Paulo,Jenkins-Walker,8570
2022-03-04,Decision São Paulo,Barnes-Woods,8569
2022-03-04,Decision São Paulo,Jenkins-Walker,8568
2022-03-04,Decision São Paulo,Nelson-Page,8567
2022-03-03,Decision São Paulo,Morrison Ltd,8561
2022-03-03,Decision São Paulo,Morrison Ltd,8560
2022-03-03,Decision São Paulo,Morrison Ltd,8559
2022-03-03,Decision São Paulo,Morrison Ltd,8558
2022-03-03,Decision São Paulo,Morrison Ltd,8557
2022-03-03,Decision São Paulo,Morrison Ltd,8556
2022-03-03,Decision São Paulo,Morrison Ltd,8555
2022-03-03,Decision São Paulo,Morrison Ltd,8554
2022-03-03,Decision São Paulo,Morrison Ltd,8553
2022-03-03,Decision São Paulo,Morrison Ltd,8552
2022-03-03,Decision São Paulo,Morrison Ltd,8551
2022-03-03,Decision São Paulo,Morrison Ltd,8550
2022-03-03,Decision São Paulo,Morrison Ltd,8549
2022-03-03,Decision São Paulo,Morrison Ltd,8548
2022-03-03,Decision São Paulo,Nelson-Page,8547
2022-03-03,Decision São Paulo,Nelson-Page,8546
2022-03-03,Decision São Paulo,Nelson-Page,8545
2022-03-03,Decision São Paulo,Nelson-Page,8544
2022-03-03,Decision São Paulo,Nelson-Page,8543
2022-03-03,Decision São Paulo,Nelson-Page,8542
2022-03-03,Decision São Paulo,Nelson-Page,8541
2022-03-03,Decision São Paulo,Nelson-Page,8540
2022-03-03,Decision São Paulo,Johnson-Pratt,8539
2022-03-03,Decision São Paulo,Jenkins-Walker,8538
2022-03-03,Decision São Paulo,Barnes-Woods,8537
2022-03-02,Decision São Paulo,Morrison Ltd,8536
2022-03-02,Decision São Paulo,Morrison Ltd,8535
2022-03-02,Decision São Paulo,Johnson-Pratt,8534
2022-03-02,Decision São Paulo,Craig-Webb,8533
2022-03-02,Decision São Paulo,Craig-Webb,8532
2022-03-02,Decision São Paulo,Craig-Webb,8531
2022-03-02,Decision São Paulo,Porter-Wilson,8530
2022-03-01,Decision São Paulo,Jenkins-Walker,8529
2022-03-01,Decision São Paulo,Jenkins-Walker,8528
2022-03-01,Decision São Paulo,Barnes-Woods,8527
2022-03-01,Decision São Paulo,Barnes-Woods,8526
2022-03-01,Decision São Paulo,Barnes-Woods,8525
2022-03-01,Decision São Paulo,Barnes-Woods,8524
2022-03-01,Decision São Paulo,Barnes-Woods,8523
2022-03-01,Decision São Paulo,Barnes-Woods,8522
2022-03-01,Decision São Paulo,Jenkins-Walker,8521
2022-02-28,Decision São Paulo,"Morris, Moran and Dodson",8520
2022-02-28,Decision São Paulo,"Morris, Moran and Dodson",8519
2022-02-28,Decision São Paulo,"Morris, Moran and Dodson",8518
2022-02-27,Decision São Paulo,Nelson-Page,8517
2022-02-27,Decision São Paulo,Nelson-Page,8516
2022-02-27,Decision São Paulo,Nelson-Page,8515
2022-02-27,Decision São Paulo,Nelson-Page,8514
2022-02-27,Decision São Paulo,Nelson-Page,8513
2022-02-27,Decision São Paulo,Nelson-Page,8512
2022-02-25,Decision São Paulo,Nelson-Page,8511
2022-02-25,Decision São Paulo,Nelson-Page,8510
2022-02-25,Decision São Paulo,Nelson-Page,8509
2022-02-25,Decision São Paulo,Nelson-Page,8508
2022-02-25,Decision São Paulo,Nelson-Page,8507
2022-02-25,Decision São Paulo,Porter-Wilson,8506
2022-02-25,Decision São Paulo,Porter-Wilson,8505
2022-02-25,Decision São Paulo,Callahan-Hall,8504
2022-02-25,Decision São Paulo,Morrison Ltd,8503
2022-02-25,Decision São Paulo,"Morris, Moran and Dodson",8502
2022-02-25,Decision São Paulo,Morrison Ltd,8501
2022-02-25,Decision São Paulo,Morrison Ltd,8500
2022-02-25,Decision São Paulo,Morrison Ltd,8499
2022-02-25,Decision São Paulo,Morrison Ltd,8498
2022-02-25,Decision São Paulo,Morrison Ltd,8497
2022-02-24,Decision São Paulo,Morrison Ltd,8496
2022-02-24,Decision São Paulo,Jones-Norris,8495
2022-02-24,Decision São Paulo,Jones-Norris,8494
2022-02-24,Decision São Paulo,Jones-Norris,8493
2022-02-24,Decision São Paulo,Jones-Norris,8492
2022-02-24,Decision São Paulo,Jones-Norris,8491
2022-02-24,Decision São Paulo,Jones-Norris,8490
2022-02-24,Decision São Paulo,Jones-Norris,8489
2022-02-24,Decision São Paulo,Jones-Norris,8488
2022-02-24,Decision São Paulo,Jones-Norris,8487
2022-02-24,Decision São Paulo,Jones-Norris,8486
2022-02-24,Decision São Paulo,Jones-Norris,8485
2022-02-24,Decision São Paulo,Jones-Norris,8484
2022-02-24,Decision São Paulo,Jones-Norris,8483
2022-02-24,Decision São Paulo,Jones-Norris,8482
2022-02-24,Decision São Paulo,Jenkins-Walker,8481
2022-02-24,Decision São Paulo,Jenkins-Walker,8480
2022-02-24,Decision São Paulo,Nelson-Page,8479
2022-02-24,Decision São Paulo,Nelson-Page,8478
2022-02-24,Decision São Paulo,"Wade, Bernard and Bailey",8477
2022-02-24,Decision São Paulo,"Wade, Bernard and Bailey",8476
2022-02-24,Decision São Paulo,"Lane, Jones and Marshall",8475
2022-02-24,Decision São Paulo,"Lane, Jones and Marshall",8474
2022-02-24,Decision São Paulo,Nelson-Page,8473
2022-02-24,Decision São Paulo,Nelson-Page,8472
2022-02-24,Decision São Paulo,"Morris, Moran and Dodson",8471
2022-02-24,Decision São Paulo,"Morris, Moran and Dodson",8470
2022-02-24,Decision São Paulo,"Morris, Moran and Dodson",8469
2022-02-23,Decision São Paulo,Nelson-Page,8468
2022-02-23,Decision São Paulo,"Wade, Bernard and Bailey",8467
2022-02-23,Decision São Paulo,Nelson-Page,8466
2022-02-23,Decision São Paulo,Nelson-Page,8465
2022-02-23,Decision São Paulo,Nelson-Page,8464
2022-02-23,Decision Campinas,Miller-Curry,8463
2022-02-23,Decision Campinas,Miller-Curry,8462
2022-02-23,Decision São Paulo,Jones-Norris,8461
2022-02-22,Decision São Paulo,Morrison Ltd,8460
2022-02-22,Decision São Paulo,Morrison Ltd,8459
2022-02-22,Decision São Paulo,Mann and Sons,8458
2022-02-22,Decision Campinas,Miller-Curry,8457
2022-02-22,Decision Campinas,Miller-Curry,8456
2022-02-22,Decision São Paulo,Johnson-Pratt,8455
2022-02-22,Decision São Paulo,Johnson-Pratt,8454
2022-02-22,Decision São Paulo,Johnson-Pratt,8453
2022-02-22,Decision São Paulo,Johnson-Pratt,8452
2022-02-22,Decision São Paulo,Johnson-Pratt,8451
2022-02-22,Decision São Paulo,Johnson-Pratt,8450
2022-02-22,Decision São Paulo,Johnson-Pratt,8449
2022-02-22,Decision São Paulo,Porter-Wilson,8448
2022-02-22,Decision São Paulo,Johnson-Pratt,8447
2022-02-22,Decision São Paulo,Johnson-Pratt,8446
2022-02-22,Decision São Paulo,Johnson-Pratt,8445
2022-02-22,Decision São Paulo,Johnson-Pratt,8444
2022-02-22,Decision São Paulo,Johnson-Pratt,8443
2022-02-22,Decision São Paulo,Johnson-Pratt,8442
2022-02-22,Decision São Paulo,Johnson-Pratt,8441
2022-02-22,Decision São Paulo,Johnson-Pratt,8440
2022-02-22,Decision São Paulo,Johnson-Pratt,8439
2022-02-22,Decision São Paulo,"Morris, Moran and Dodson",8438
2022-02-21,Decision São Paulo,Morrison Ltd,8437
2022-02-21,Decision São Paulo,Morrison Ltd,8436
2022-02-21,Decision São Paulo,Morrison Ltd,8435
2022-02-21,Decision São Paulo,Morrison Ltd,8434
2022-02-21,Decision São Paulo,Morrison Ltd,8433
2022-02-21,Decision São Paulo,Morrison Ltd,8432
2022-02-21,Decision São Paulo,"Morris, Moran and Dodson",8431
2022-02-21,Decision São Paulo,"Morris, Moran and Dodson",8430
2022-02-21,Decision São Paulo,"Morris, Moran and Dodson",8429
2022-02-21,Decision São Paulo,Nelson-Page,8428
2022-02-21,Decision São Paulo,Nelson-Page,8427
2022-02-21,Decision São Paulo,Nelson-Page,8426
2022-02-21,Decision São Paulo,Nelson-Page,8425
2022-02-21,Decision São Paulo,Nelson-Page,8424
2022-02-21,Decision São Paulo,Nelson-Page,8423
2022-02-21,Decision São Paulo,Nelson-Page,8422
2022-02-21,Decision São Paulo,Nelson-Page,8421
2022-02-21,Decision São Paulo,Jenkins-Walker,8420
2022-02-21,Decision São Paulo,Nelson-Page,8419
2022-02-21,Decision São Paulo,Nelson-Page,8418
2022-02-21,Decision São Paulo,Dougherty-Gilbert,8417
2022-02-21,Decision São Paulo,Jenkins-Walker,8416
2022-02-21,Decision Campinas,Miller-Curry,8415
2022-02-21,Decision Campinas,Miller-Curry,8414
2022-02-18,Decision São Paulo,Johnson-Pratt,8413
2022-02-18,Decision São Paulo,Johnson-Pratt,8412
2022-02-18,Decision São Paulo,Johnson-Pratt,8411
2022-02-18,Decision São Paulo,Johnson-Pratt,8410
2022-02-18,Decision São Paulo,Johnson-Pratt,8409
2022-02-18,Decision São Paulo,Johnson-Pratt,8408
2022-02-18,Decision São Paulo,Johnson-Pratt,8407
2022-02-18,Decision São Paulo,Johnson-Pratt,8406
2022-02-18,Decision São Paulo,Jenkins-Walker,8405
2022-02-18,Decision São Paulo,Johnson-Pratt,8404
2022-02-17,Decision São Paulo,Nelson-Page,8403
2022-02-17,Decision São Paulo,Johnson-Pratt,8402
2022-02-17,Decision São Paulo,Porter-Wilson,8401
2022-02-17,Decision São Paulo,Jenkins-Walker,8400
2022-02-17,Decision São Paulo,Jenkins-Walker,8399
2022-02-17,Decision São Paulo,Jenkins-Walker,8398
2022-02-17,Decision Campinas,Miller-Curry,8397
